"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",2883,2841,2841,2841,2883,2883,2841,2841,2883,1473
"457",1473,2883,2883,1473,2841,2841,2883,2883,2841,2883
"458",2841,1473,1473,2883,1473,1473,1473,1473,1473,2841
"459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",2875,2875,2875,1265,2875,2477,2875,2875,2875,2477
"462",2477,2477,1265,2875,2477,2875,2477,1265,1265,1265
"463",1265,1265,2477,2477,1265,1265,1265,2477,2477,2875
"464",2768,620,620,2931,3181,2931,2931,2931,3181,620
"465",620,2768,3181,2768,620,620,3181,620,2768,2768
"466",2931,3181,2931,3181,2931,2768,2768,2768,2931,3181
"467",3181,2931,2768,620,2768,3181,620,3181,620,2931
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",323,323,323,323,323,323,323,323,323,323
"476",1958,1958,1958,1958,1958,1958,1958,1958,1958,1958
"477",2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
"478",2301,2301,2301,2301,2301,2301,2301,2301,2301,2301
"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",1029,1029,1029,1029,1029,1029,1029,1029,1029,1029
"482",2302,127,127,1081,2302,712,712,712,712,127
"483",712,712,712,2302,712,127,1081,2302,127,712
"484",1081,1081,2302,712,1081,2302,2302,1081,1081,2302
"485",127,2302,1081,127,127,1081,127,127,2302,1081
"486",404,404,404,404,404,404,404,404,404,404
"487",1739,727,1458,727,1739,1458,727,727,1458,727
"488",727,1739,727,1458,727,1739,1458,1739,1739,1739
"489",1458,1458,1739,1739,1458,727,1739,1458,727,1458
"490",2980,2980,2980,2980,2980,2980,2980,2980,2980,2980
"491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",2272,2272,2272,2272,2272,2272,2272,2272,2272,2272
"494",1574,1574,1574,1574,1574,1574,1574,1574,1574,1574
"495",506,205,205,272,272,506,272,1420,205,205
"496",272,506,1420,506,506,272,506,506,1420,272
"497",205,1420,506,1420,205,205,1420,205,506,1420
"498",1420,272,272,205,1420,1420,205,272,272,506
"499",477,477,477,477,477,477,477,477,477,477
"500",2993,2993,2993,2993,2993,2993,2993,2993,2993,2993
"501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",932,932,932,932,932,932,932,932,932,932
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",602,602,602,2906,602,602,602,602,602,602
"510",2906,2906,2906,602,2906,2906,2906,2906,2906,2906
"511",2148,2148,2148,1170,2148,1647,584,2148,3123,1170
"512",3123,3123,1220,1647,3123,1170,2148,1220,1634,1220
"513",1220,1634,1170,1634,1634,3123,1220,1170,1170,1647
"514",584,1647,1634,3123,584,2148,1634,1647,1220,584
"515",1634,584,1647,2148,1220,1220,3123,584,584,3123
"516",1647,1220,3123,584,1170,584,1170,1634,1647,2148
"517",1170,1170,584,1220,1647,1634,1647,3123,2148,1634
"518",221,1433,1433,335,221,288,1433,288,1339,288
"519",1433,846,1662,906,1662,2035,1662,906,1433,1433
"520",846,1339,221,221,1433,1433,906,2916,906,221
"521",906,2035,288,846,906,221,221,1339,335,2916
"522",2035,288,2916,2035,2035,846,2916,1662,2916,335
"523",1662,2916,335,288,846,2916,335,846,2035,846
"524",1339,221,2035,1662,2916,1339,1339,335,846,906
"525",2916,1662,846,1433,1339,1662,288,221,221,1339
"526",335,906,1339,1339,288,335,2035,1433,288,2035
"527",288,335,906,2916,335,906,846,2035,1662,1662
"528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",334,334,334,334,334,334,334,334,334,334
"537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",2096,2096,2096,2096,2096,2096,2096,2096,2096,2096
"541",2303,2303,2303,2303,2303,2303,2303,2303,2303,2303
"542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",339,1412,614,1810,614,614,339,1412,1412,3075
"548",1810,614,1810,614,3075,3075,1810,1810,1298,614
"549",614,3075,339,339,1298,1810,1412,3075,339,1412
"550",1412,1298,1298,3075,1412,339,614,339,614,339
"551",3075,339,3075,1412,1810,1298,3075,1298,1810,1810
"552",1298,1810,1412,1298,339,1412,1298,614,3075,1298
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",871,871,2518,2729,871,2729,2518,871,2518,2729
"556",2729,2729,1310,2518,1049,871,2729,2518,2729,2518
"557",1310,1049,1049,1049,1310,2518,1310,1049,1310,1049
"558",1049,2518,871,1310,2518,1049,871,2729,871,1310
"559",2518,1310,2729,871,2729,1310,1049,1310,1049,871
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",1078,1078,1078,1078,1078,1078,1078,1078,1078,1078
"565",2896,2896,2896,2896,2896,2896,2896,2896,2896,2896
"566",413,413,413,413,413,413,413,413,413,413
"567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",2099,2099,2099,2099,2099,2099,2099,2099,2099,2099
"570",24,24,24,24,24,24,24,24,24,24
"571",654,654,654,654,654,654,654,654,654,654
"572",2516,2516,2516,2531,1830,362,1830,2516,362,2516
"573",362,1830,2531,362,362,2516,362,2531,2516,2531
"574",1830,2531,362,1830,2531,2531,2531,362,1830,1830
"575",2531,362,1830,2516,2516,1830,2516,1830,2531,362
"576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",2153,2153,2153,2153,2153,2153,2153,2153,2153,2153
"579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",721,721,721,721,721,721,721,721,721,721
"582",447,447,447,447,447,447,447,447,447,447
"583",880,880,880,880,880,880,880,880,880,880
"584",2674,2674,2674,2674,2674,2674,2674,2674,2674,2674
"585",2732,2732,2732,2732,2732,2732,2732,2732,2732,2732
"586",844,844,844,844,844,844,844,844,844,844
"587",1387,1387,1387,1387,1387,1387,1387,1387,1387,1387
"588",2910,2910,2910,2910,2910,2910,2910,2910,2910,2910
"589",23,23,23,23,23,23,23,23,23,23
"590",523,523,523,523,523,523,523,523,523,523
"591",1124,1124,1124,1124,1124,1124,1124,1124,1124,1124
"592",3169,3169,3169,3169,3169,3169,3169,3169,3169,3169
"593",1271,1271,1271,1271,1271,1271,1271,1271,1271,1271
"594",824,824,824,824,824,824,824,824,824,824
"595",1876,1876,1876,1876,1876,1876,1876,1876,1876,1876
"596",1952,1952,1952,1952,1952,1952,1952,1952,1952,1952
"597",1708,1708,1708,1708,1708,1708,1708,1708,1708,1708
"598",1048,1048,2968,1048,2968,2968,2968,1048,2968,2968
"599",2968,2968,1048,2968,1048,1048,1048,2968,1048,1048
"600",1075,1075,1075,1075,1075,1075,1075,1075,1075,1075
"601",2034,2034,2034,2034,2034,2034,2034,2034,2034,2034
"602",568,568,568,568,568,568,568,568,568,568
"603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",2386,2386,2372,2372,2386,2386,2386,2372,2405,2372
"608",2405,2372,2405,2405,2372,2405,2405,2405,2386,2405
"609",2372,2405,2386,2386,2405,2372,2372,2386,2372,2386
"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",3098,3098,3098,3098,3098,3098,3098,3098,3098,3098
"613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",2397,2397,2515,2515,2515,2397,1384,1384,2515,2515
"619",2515,1384,1384,2397,1384,1384,2397,2397,2397,1384
"620",1384,2515,2397,1384,2397,2515,2515,2515,1384,2397
"621",1090,1090,1090,1090,1090,1090,1090,1090,1090,1090
"622",615,615,615,615,615,615,615,615,615,615
"623",1083,1083,1083,1083,1083,1083,1083,1083,1083,1083
"624",2485,2485,2485,2485,2485,2485,2485,2485,2485,2485
"625",316,316,316,316,316,316,316,316,316,316
"626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",2769,2769,2769,2769,2769,2769,2769,2769,2769,2769
"629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",674,674,674,674,674,674,674,674,674,674
"632",3071,3071,3071,3071,3071,3071,3071,3071,3071,3071
"633",2548,2548,2548,2548,2548,2548,2548,2548,2548,2548
"634",172,172,172,172,172,172,172,172,172,172
"635",1850,1850,1850,1850,1850,1850,1850,1850,1850,1850
"636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",374,374,374,374,374,374,374,374,374,374
"639",1033,1033,1033,1033,1033,1033,1033,1033,1033,1033
"640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",1076,1076,1076,1076,1076,1076,1076,1076,1076,1076
"643",2573,2573,2573,2573,2573,2573,2573,2573,2573,2573
"644",553,553,553,553,553,553,553,553,553,553
"645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",2092,2092,2092,2092,2092,2092,2092,2092,2092,2092
"648",372,372,372,372,372,372,372,372,372,372
"649",2963,2963,2963,2963,2963,2963,2963,2963,2963,2963
"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",2312,2312,2312,2312,2312,2312,2312,2312,2312,2312
"653",2857,2857,2857,2857,2857,2857,2857,2857,2857,2857
"654",1803,1803,1803,1803,1803,1803,1803,1803,1803,1803
"655",1824,1824,1824,1824,1824,1824,1824,1824,1824,1824
"656",2268,2268,2268,2268,2268,2268,2268,2268,2268,2268
"657",857,145,857,857,857,857,857,857,857,857
"658",145,857,145,145,145,145,145,145,145,145
"659",1118,1118,1118,1118,1118,1118,1118,1118,1118,1118
"660",642,642,642,642,642,642,642,642,642,642
"661",744,744,744,744,744,744,744,744,744,744
"662",1959,1959,1959,1959,1959,1959,1959,1959,1959,1959
"663",2314,2314,2314,2314,2314,2314,2314,2314,2314,2314
"664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",2209,2209,2209,2209,2209,2209,2209,2209,2209,2209
"667",1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
"668",3093,3093,3093,3093,3093,3093,3093,3093,3093,3093
"669",2607,2607,2607,2607,2607,2607,2607,2607,2607,2607
"670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",729,729,729,729,729,729,729,729,729,729
"675",893,3143,3143,893,3143,3143,3143,3143,893,3143
"676",3143,893,893,3143,893,893,893,893,3143,893
"677",2056,1474,2056,2056,1474,2056,2056,1474,1474,2056
"678",1474,2056,1474,1474,2056,1474,1474,2056,2056,1474
"679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",1024,1024,1024,1024,1024,1024,1024,1024,1024,1024
"682",252,252,252,252,252,252,252,252,252,252
"683",1539,1539,1539,1539,1539,1539,1539,1539,1539,1539
"684",1015,1015,1015,1015,1015,1015,1015,1015,1015,1015
"685",611,611,611,611,611,611,611,611,611,611
"686",1564,1564,1564,1564,1564,1564,1564,1564,1564,1564
"687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",1312,1312,1312,1312,1312,1312,1312,1312,1312,1312
"690",801,801,801,801,801,801,801,801,801,801
"691",3029,3029,3029,3029,3029,3029,3029,3029,3029,3029
"692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",243,243,243,243,243,243,243,243,243,243
"695",3167,3167,3167,3167,3167,3167,3167,3167,3167,3167
"696",1979,1979,1979,1979,1979,1979,1979,1979,1979,1979
"697",2165,2165,2165,2165,2165,2165,2165,2165,2165,2165
"698",3183,3183,2663,2663,2663,3183,2663,2663,3183,2663
"699",2663,2663,3183,3183,3183,2663,3183,3183,2663,3183
"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",73,73,73,73,73,73,73,73,73,73
"704",1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
"705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",976,976,976,976,976,976,976,976,976,976
"708",2493,2493,2493,2493,2493,2493,2493,2493,2493,2493
"709",2255,2255,2255,2255,2255,2255,2255,2255,2255,2255
"710",823,823,823,823,823,823,823,823,823,823
"711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",687,687,687,687,687,687,687,687,687,687
"714",1580,1580,1580,1580,1580,1580,1580,1580,1580,1580
"715",2118,2118,2118,2118,2118,2118,2118,2118,2118,2118
"716",228,228,228,228,228,228,228,228,228,228
"717",399,2551,399,2551,2551,399,2551,399,2551,399
"718",2551,399,2551,399,399,2551,399,2551,399,2551
"719",1654,1654,1654,1654,1654,1654,1654,1654,1654,1654
"720",2701,2701,2701,2701,2701,2701,2701,2701,2701,2701
"721",2972,2972,2972,2972,2972,2972,2972,2972,2972,2972
"722",1165,1165,1165,1165,1165,1165,1165,1165,1165,1165
"723",1532,1532,1532,1532,1532,1532,1532,1532,1532,1532
"724",1368,1368,1368,1368,1368,1368,1368,1368,1368,1368
"725",2182,2182,2182,2182,2182,2182,2182,2182,2182,2182
"726",1720,1720,1720,1720,1720,1720,1720,1720,1720,1720
"727",757,757,757,757,757,757,757,757,757,757
"728",541,541,541,541,541,541,541,541,541,541
"729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",2815,2815,2815,2815,2815,2815,2815,2815,2815,2815
"732",2764,765,2764,765,2764,765,2764,765,765,765
"733",765,2764,765,2764,765,2764,765,2764,2764,2764
"734",1945,1945,2926,2926,2926,2926,2926,2926,2926,1945
"735",2926,2926,1945,1945,1945,1945,1945,1945,1945,2926
"736",1091,2240,2240,2240,2240,1091,2240,1091,1091,2240
"737",2240,1091,1091,1091,1091,2240,1091,2240,2240,1091
"738",626,626,626,626,626,626,626,626,626,626
"739",1538,1538,1538,1538,1538,1538,1538,1538,1538,1538
"740",2879,2879,2879,2879,2879,2879,2879,2879,2879,2879
"741",1884,1884,1884,1884,1884,1884,1884,1884,1884,1884
"742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",2406,2406,2406,2406,2406,2406,2406,2406,2406,2406
"749",1235,701,701,701,483,1797,225,1750,2130,2130
"750",2354,225,483,2354,1797,2130,1750,1235,225,225
"751",2130,2130,2130,1750,2354,2354,1235,701,701,1797
"752",483,1235,1797,483,1750,225,2354,1797,1750,483
"753",1750,1797,2354,1235,1235,701,2130,483,1797,701
"754",225,483,1235,1797,701,1750,483,2130,483,2354
"755",701,2354,225,2130,225,483,1797,2354,1235,1750
"756",1797,1750,1750,225,2130,1235,701,225,2354,1235
"757",660,621,660,621,1816,2983,621,2983,660,621
"758",621,2983,621,660,621,1816,2983,621,1816,660
"759",1816,1816,2983,1816,660,621,660,1816,621,2983
"760",2983,660,1816,2983,2983,660,1816,660,2983,1816
"761",2434,2434,2434,2434,2434,2434,2434,2434,2434,2434
"762",187,1992,1992,1992,187,1992,1992,1992,187,1992
"763",1992,187,187,187,1992,187,187,187,1992,187
"764",1418,547,1418,547,1684,1684,1684,547,1418,547
"765",1684,1418,547,1418,547,1418,547,1684,1684,1684
"766",547,1684,1684,1684,1418,547,1418,1418,547,1418
"767",600,780,632,805,632,780,1114,1114,2001,2001
"768",780,805,805,780,805,632,600,805,632,780
"769",805,600,600,1114,2001,805,632,2001,780,600
"770",632,1114,780,600,600,1114,780,632,805,805
"771",1114,2001,1114,632,1114,600,2001,600,600,1114
"772",2001,632,2001,2001,780,2001,805,780,1114,632
"773",2113,2113,2113,2113,2113,2113,2113,2113,2113,2113
"774",2903,1213,2203,1030,2203,1213,1213,2203,2903,1213
"775",1213,2203,1213,2903,1213,2903,2903,1030,2203,1030
"776",2203,1030,2903,1213,1030,2203,1030,1213,1213,2203
"777",1030,2903,1030,2203,2903,1030,2203,2903,1030,2903
"778",114,114,114,114,114,114,114,114,114,114
"779",2513,2513,2513,2513,2513,2513,2513,2513,2513,2513
"780",126,126,126,126,126,126,126,126,126,126
"781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",1362,1362,1362,1362,1362,1362,1362,1362,1362,1362
"784",702,702,702,702,702,702,702,702,702,702
"785",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",3054,3054,3054,3054,3054,3054,3054,3054,3054,3054
"789",1457,1457,1457,1457,1457,1457,1457,1457,1457,1457
"790",1414,1414,1414,1414,1414,1414,1414,1414,1414,1414
"791",2110,2110,2110,2110,2110,2110,2110,2110,2110,2110
"792",1378,1378,1378,1378,1378,1378,1378,1378,1378,1378
"793",464,464,464,464,464,464,464,464,464,464
"794",771,771,771,771,771,771,771,771,771,771
"795",2563,2563,2563,2563,2563,2563,2563,2563,2563,2563
"796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",1937,1937,1937,1937,1937,1937,1937,1937,1937,1937
"799",2827,2827,2827,2827,2827,2827,2827,2827,2827,2827
"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",921,921,921,921,921,921,921,921,921,921
"803",891,891,891,891,891,891,891,891,891,891
"804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",2695,2780,1095,619,2319,2695,1667,576,1852,619
"808",1667,619,1667,2695,619,1095,576,2695,1667,2695
"809",576,1667,2695,1095,2780,576,619,1095,2319,1852
"810",619,2695,2780,2780,1095,1667,1095,619,2780,576
"811",2319,1852,619,2319,576,1852,2780,1667,576,1095
"812",1852,576,2319,1852,2695,619,2695,2780,1095,2319
"813",2780,2319,1852,576,1667,2780,1852,1852,2695,2780
"814",1095,1095,576,1667,1852,2319,2319,2319,619,1667
"815",1128,1128,1128,1128,1128,1128,1128,1128,1128,1128
"816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",466,466,466,466,466,466,466,466,466,466
"819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",1812,1812,1812,1812,1812,1812,1812,1812,1812,1812
"824",147,147,147,147,147,147,147,147,147,147
"825",422,422,422,422,422,422,422,422,422,422
"826",2803,2803,2803,2803,2803,2803,2803,2803,2803,2803
"827",1723,1723,1723,1723,1723,1723,1723,1723,1723,1723
"828",1461,1461,1461,1461,1461,1461,1461,1461,1461,1461
"829",1113,1113,1113,1113,1113,1113,1113,1113,1113,1113
"830",1735,1735,1735,1735,1735,1735,1735,1735,1735,1735
"831",986,986,986,986,986,986,986,986,986,986
"832",2677,2677,2677,2677,2677,2677,2677,2677,2677,2677
"833",1909,1909,1909,1909,1909,1909,1909,1909,1909,1909
"834",2498,2498,2498,2498,2498,2498,2498,2498,2498,2498
"835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",2999,2999,2999,2999,2999,2999,2999,2999,2999,2999
"840",2161,2161,2161,2161,2161,2161,2161,2161,2161,2161
"841",2708,2708,2708,2708,2708,2708,2708,2708,2708,2708
"842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",1974,1974,1974,1974,1974,1974,1974,1974,1974,1974
"851",2128,1925,1925,1925,2128,1925,1925,2128,1925,2128
"852",1925,2128,2128,2128,1925,2128,2128,1925,2128,1925
"853",2740,2740,2740,2740,2740,2740,2740,2740,2740,2740
"854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",63,2,63,539,539,539,2,63,2,63
"864",539,63,539,2,63,63,63,539,539,539
"865",2,539,2,63,2,2,539,2,63,2
"866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868",1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
"869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871",960,960,960,960,960,960,960,960,960,960
"872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",2652,2652,2652,2652,2652,2652,2652,2652,2652,2652
"875",1928,1928,1928,1928,1928,1928,1928,1928,1928,1928
"876",656,656,656,656,656,656,656,656,656,656
"877",2669,2669,2669,2669,1964,2669,2849,2849,1964,2669
"878",2849,2849,2849,1964,2849,1964,1964,2669,2669,1964
"879",1964,1964,1964,2849,2669,2849,2669,1964,2849,2849
"880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",2882,2882,2882,2882,2882,2882,2882,2882,2882,2882
"886",2310,1085,1085,1085,2310,1085,1085,384,290,384
"887",1085,2310,384,290,290,384,384,290,384,1085
"888",384,290,290,384,1085,290,290,1085,2310,290
"889",290,384,2310,2310,384,2310,2310,2310,1085,2310
"890",1257,1257,1257,1257,1257,1257,1257,1257,1257,1257
"891",563,563,563,563,563,563,563,563,563,563
"892",2770,2770,2770,2770,2770,2770,2770,2770,2770,2770
"893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895",1841,1841,1841,1841,1841,1841,1841,1841,1841,1841
"896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",502,502,502,502,502,502,502,502,502,502
"899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901",631,1139,2018,631,1139,2018,2018,2018,2018,2018
"902",2018,2018,1139,2018,2018,1139,631,631,1139,631
"903",1139,631,631,1139,631,631,1139,1139,631,1139
