"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"465",2931,620,2768,2768,2768,620,620,2931,2768,3181
"466",2768,2768,3181,2931,3181,3181,3181,2768,3181,2768
"467",3181,2931,2931,620,2931,2931,2768,3181,620,620
"468",1935,623,623,2890,2890,2890,1935,2890,2890,623
"469",623,1935,2890,623,1935,623,623,623,1935,1935
"470",2890,2890,1935,1935,623,1935,2890,1935,623,2890
"471",1746,1746,1746,1719,1719,1746,1719,1746,1746,1746
"472",1719,1719,1719,1746,1746,1719,1746,1719,1719,1719
"473",197,65,65,65,65,65,197,65,65,65
"474",65,197,197,197,197,197,65,197,197,197
"475",323,323,323,323,323,323,323,323,323,323
"476",1958,1958,1958,1958,1958,1958,1958,1958,1958,1958
"477",2726,2726,2726,2726,2726,2726,2726,2726,2726,2726
"478",2301,2301,2301,2301,2301,2301,2301,2301,2301,2301
"479",1517,1517,1517,1517,1517,1517,1517,1517,1517,1517
"480",1467,1467,1467,1467,1467,1467,1467,1467,1467,1467
"481",1029,1029,1029,1029,1029,1029,1029,1029,1029,1029
"482",712,2302,2302,2302,2302,2302,2302,712,712,2302
"483",2302,1081,712,712,712,712,712,127,127,1081
"484",1081,127,1081,127,1081,1081,127,1081,1081,127
"485",127,712,127,1081,127,127,1081,2302,2302,712
"486",404,404,404,404,404,404,404,404,404,404
"487",1739,1458,1458,1458,1458,1458,1458,1458,1739,1458
"488",727,1739,1739,727,1739,727,1739,727,727,727
"489",1458,727,727,1739,727,1739,727,1739,1458,1739
"490",2980,2980,2980,2980,2980,2980,2980,2980,2980,2980
"491",2684,2684,2684,2684,2684,2684,2684,2684,2684,2684
"492",2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
"493",2272,2272,2272,2272,2272,2272,2272,2272,2272,2272
"494",1574,1574,1574,1574,1574,1574,1574,1574,1574,1574
"495",272,272,506,272,506,272,272,506,506,272
"496",506,205,205,205,205,205,205,205,205,205
"497",205,506,1420,506,1420,1420,1420,272,1420,506
"498",1420,1420,272,1420,272,506,506,1420,272,1420
"499",477,477,477,477,477,477,477,477,477,477
"500",2993,2993,2993,2993,2993,2993,2993,2993,2993,2993
"501",1996,552,552,552,552,552,552,552,552,552
"502",552,1996,1996,442,442,442,1996,442,442,1996
"503",442,442,442,1996,1996,1996,442,1996,1996,442
"504",736,736,1888,736,736,736,736,1888,736,736
"505",1888,1888,736,1888,1888,1888,1888,736,1888,1888
"506",932,932,932,932,932,932,932,932,932,932
"507",2291,2291,2291,2342,2291,2342,2291,2342,2342,2291
"508",2342,2342,2342,2291,2342,2291,2342,2291,2291,2342
"509",602,602,602,602,602,602,602,602,602,602
"510",2906,2906,2906,2906,2906,2906,2906,2906,2906,2906
"511",3123,1647,1647,3123,1647,584,1647,3123,584,2148
"512",1634,1634,1220,2148,1170,1220,2148,584,3123,1647
"513",584,1170,1170,1647,2148,3123,1220,2148,1220,3123
"514",1647,584,1634,1634,584,2148,1634,1220,1647,1170
"515",2148,1220,3123,1220,1220,1647,584,1647,1634,1634
"516",1220,3123,584,584,1634,1170,1170,1170,2148,584
"517",1170,2148,2148,1170,3123,1634,3123,1634,1170,1220
"518",288,1662,846,906,906,2035,2916,906,221,846
"519",221,1433,1339,2035,1662,335,221,2035,1339,2916
"520",2035,221,906,1433,335,288,335,221,2916,1433
"521",335,846,221,335,288,906,1433,846,1662,288
"522",1433,288,1662,2916,221,1433,2035,335,846,906
"523",906,335,1433,288,2916,221,846,1433,288,335
"524",846,2035,335,221,846,1339,906,1662,906,1662
"525",2916,2916,2916,1662,1339,846,288,288,335,221
"526",1662,906,2035,846,2035,2916,1662,2916,1433,1339
"527",1339,1339,288,1339,1433,1662,1339,1339,2035,2035
"528",222,222,2609,1893,1893,222,222,222,1893,2609
"529",2609,2609,222,222,2609,1893,1893,2609,222,222
"530",1893,1893,1893,2609,222,2609,2609,1893,2609,1893
"531",2937,2577,1558,2937,2937,2577,2937,2937,1558,2937
"532",2577,2937,2937,1010,2577,2937,1010,1558,2937,1558
"533",1558,1558,1010,2577,1558,1558,2577,2577,1010,1010
"534",1430,1010,1430,1430,1010,1430,1430,1010,2577,2577
"535",1010,1430,2577,1558,1430,1010,1558,1430,1430,1430
"536",334,334,334,334,334,334,334,334,334,334
"537",16,2533,2465,16,2533,2465,16,2465,2533,16
"538",2465,2465,16,2465,16,16,2533,2533,2465,2533
"539",2533,16,2533,2533,2465,2533,2465,16,16,2465
"540",2096,2096,2096,2096,2096,2096,2096,2096,2096,2096
"541",2303,2303,2303,2303,2303,2303,2303,2303,2303,2303
"542",697,697,3148,3072,3025,3025,3148,3025,3025,1348
"543",3025,3148,3072,3148,697,697,1348,3072,3148,3025
"544",3072,3072,697,3025,3072,3072,3025,697,697,697
"545",1348,3025,1348,697,1348,1348,697,1348,3072,3072
"546",3148,1348,3025,1348,3148,3148,3072,3148,1348,3148
"547",1298,1810,614,614,1298,339,339,1298,614,1298
"548",1412,339,3075,339,3075,614,3075,1810,3075,1810
"549",1810,614,1810,3075,1412,1298,614,1412,1810,339
"550",614,1298,1298,1298,614,3075,1298,339,1298,3075
"551",3075,1412,1412,1412,339,1412,1412,614,339,614
"552",339,3075,339,1810,1810,1810,1810,3075,1412,1412
"553",277,820,820,277,277,277,277,820,820,277
"554",820,277,277,820,820,820,820,277,277,820
"555",871,2729,2518,2518,2729,2729,2729,1049,871,1049
"556",1310,1310,1049,2729,871,1049,2518,2518,2729,2518
"557",2518,2518,1310,1310,1310,1310,1049,871,2518,1310
"558",2729,1049,871,1049,1049,871,871,1310,1049,871
"559",1049,871,2729,871,2518,2518,1310,2729,1310,2729
"560",3070,609,3070,3070,3070,3070,3070,3070,3070,609
"561",609,3070,609,609,609,609,609,609,609,3070
"562",34,34,34,34,34,34,34,34,34,34
"563",1809,1809,1809,1809,1809,1809,1809,1809,1809,1809
"564",1078,1078,1078,1078,1078,1078,1078,1078,1078,1078
"565",2896,2896,2896,2896,2896,2896,2896,2896,2896,2896
"566",413,413,413,413,413,413,413,413,413,413
"567",680,1263,680,1263,680,1263,1263,680,680,680
"568",1263,680,1263,680,1263,680,680,1263,1263,1263
"569",2099,2099,2099,2099,2099,2099,2099,2099,2099,2099
"570",24,24,24,24,24,24,24,24,24,24
"571",654,654,654,654,654,654,654,654,654,654
"572",2531,2531,1830,2516,1830,1830,2516,2516,2516,1830
"573",362,1830,362,362,2531,2516,362,1830,1830,362
"574",2516,2516,2531,1830,362,362,2531,2531,362,2516
"575",1830,362,2516,2531,2516,2531,1830,362,2531,2531
"576",2771,1975,1975,2771,1975,2771,2771,2771,2771,2771
"577",1975,2771,2771,1975,2771,1975,1975,1975,1975,1975
"578",2153,2153,2153,2153,2153,2153,2153,2153,2153,2153
"579",407,407,407,407,407,407,407,407,407,407
"580",1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
"581",721,721,721,721,721,721,721,721,721,721
"582",447,447,447,447,447,447,447,447,447,447
"583",880,880,880,880,880,880,880,880,880,880
"584",2674,2674,2674,2674,2674,2674,2674,2674,2674,2674
"585",2732,2732,2732,2732,2732,2732,2732,2732,2732,2732
"586",844,844,844,844,844,844,844,844,844,844
"587",1387,1387,1387,1387,1387,1387,1387,1387,1387,1387
"588",2910,2910,2910,2910,2910,2910,2910,2910,2910,2910
"589",23,23,23,23,23,23,23,23,23,23
"590",523,523,523,523,523,523,523,523,523,523
"591",1124,1124,1124,1124,1124,1124,1124,1124,1124,1124
"592",3169,3169,3169,3169,3169,3169,3169,3169,3169,3169
"593",1271,1271,1271,1271,1271,1271,1271,1271,1271,1271
"594",824,824,824,824,824,824,824,824,824,824
"595",1876,1876,1876,1876,1876,1876,1876,1876,1876,1876
"596",1952,1952,1952,1952,1952,1952,1952,1952,1952,1952
"597",1708,1708,1708,1708,1708,1708,1708,1708,1708,1708
"598",1048,1048,2968,2968,1048,1048,1048,1048,1048,1048
"599",2968,2968,1048,1048,2968,2968,2968,2968,2968,2968
"600",1075,1075,1075,1075,1075,1075,1075,1075,1075,1075
"601",2034,2034,2034,2034,2034,2034,2034,2034,2034,2034
"602",568,568,568,568,568,568,568,568,568,568
"603",1173,1173,1173,1173,1173,1173,1173,1173,1173,1173
"604",1149,1149,1149,1149,1149,1149,1149,1149,1149,1149
"605",1643,3030,3030,1643,1643,1643,3030,3030,3030,1643
"606",3030,1643,1643,3030,3030,3030,1643,1643,1643,3030
"607",2372,2386,2386,2372,2372,2386,2372,2372,2372,2386
"608",2405,2405,2405,2405,2405,2405,2405,2405,2405,2405
"609",2386,2372,2372,2386,2386,2372,2386,2386,2386,2372
"610",1160,1160,1160,1160,1452,1160,1160,1160,1452,1160
"611",1452,1452,1452,1452,1160,1452,1452,1452,1160,1452
"612",3098,3098,3098,3098,3098,3098,3098,3098,3098,3098
"613",1360,1360,1360,944,1360,1360,1360,1360,1360,944
"614",944,944,944,1360,944,944,944,944,944,1360
"615",1233,1233,1233,1233,1233,1233,1233,1233,1233,1233
"616",1322,1322,723,723,723,723,723,723,723,723
"617",723,723,1322,1322,1322,1322,1322,1322,1322,1322
"618",1384,1384,2515,2515,1384,2515,1384,1384,2397,2515
"619",2515,2515,1384,1384,2397,1384,2397,2515,1384,1384
"620",2397,2397,2397,2397,2515,2397,2515,2397,2515,2397
"621",1090,1090,1090,1090,1090,1090,1090,1090,1090,1090
"622",615,615,615,615,615,615,615,615,615,615
"623",1083,1083,1083,1083,1083,1083,1083,1083,1083,1083
"624",2485,2485,2485,2485,2485,2485,2485,2485,2485,2485
"625",316,316,316,316,316,316,316,316,316,316
"626",2747,2747,2747,2747,2747,2747,2747,2747,2747,2747
"627",1419,1419,1419,1419,1419,1419,1419,1419,1419,1419
"628",2769,2769,2769,2769,2769,2769,2769,2769,2769,2769
"629",224,534,224,224,534,534,534,224,224,224
"630",534,224,534,534,224,224,224,534,534,534
"631",674,674,674,674,674,674,674,674,674,674
"632",3071,3071,3071,3071,3071,3071,3071,3071,3071,3071
"633",2548,2548,2548,2548,2548,2548,2548,2548,2548,2548
"634",172,172,172,172,172,172,172,172,172,172
"635",1850,1850,1850,1850,1850,1850,1850,1850,1850,1850
"636",2379,2379,2355,2355,2355,2355,2355,2379,2355,2379
"637",2355,2355,2379,2379,2379,2379,2379,2355,2379,2355
"638",374,374,374,374,374,374,374,374,374,374
"639",1033,1033,1033,1033,1033,1033,1033,1033,1033,1033
"640",389,389,389,389,389,3179,3179,389,389,389
"641",3179,3179,3179,3179,3179,389,389,3179,3179,3179
"642",1076,1076,1076,1076,1076,1076,1076,1076,1076,1076
"643",2573,2573,2573,2573,2573,2573,2573,2573,2573,2573
"644",553,553,553,553,553,553,553,553,553,553
"645",2720,2720,722,722,722,722,722,722,722,2720
"646",722,722,2720,2720,2720,2720,2720,2720,2720,722
"647",2092,2092,2092,2092,2092,2092,2092,2092,2092,2092
"648",372,372,372,372,372,372,372,372,372,372
"649",2963,2963,2963,2963,2963,2963,2963,2963,2963,2963
"650",105,1069,105,1069,105,1069,1069,1069,105,105
"651",1069,105,1069,105,1069,105,105,105,1069,1069
"652",2312,2312,2312,2312,2312,2312,2312,2312,2312,2312
"653",2857,2857,2857,2857,2857,2857,2857,2857,2857,2857
"654",1803,1803,1803,1803,1803,1803,1803,1803,1803,1803
"655",1824,1824,1824,1824,1824,1824,1824,1824,1824,1824
"656",2268,2268,2268,2268,2268,2268,2268,2268,2268,2268
"657",145,857,857,857,145,857,857,857,857,145
"658",857,145,145,145,857,145,145,145,145,857
"659",1118,1118,1118,1118,1118,1118,1118,1118,1118,1118
"660",642,642,642,642,642,642,642,642,642,642
"661",744,744,744,744,744,744,744,744,744,744
"662",1959,1959,1959,1959,1959,1959,1959,1959,1959,1959
"663",2314,2314,2314,2314,2314,2314,2314,2314,2314,2314
"664",2147,1334,1334,2147,1334,2147,2147,2147,2147,2147
"665",1334,2147,2147,1334,2147,1334,1334,1334,1334,1334
"666",2209,2209,2209,2209,2209,2209,2209,2209,2209,2209
"667",1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
"668",3093,3093,3093,3093,3093,3093,3093,3093,3093,3093
"669",2607,2607,2607,2607,2607,2607,2607,2607,2607,2607
"670",340,462,162,162,340,462,340,462,711,340
"671",711,340,711,462,162,162,462,711,462,711
"672",462,162,462,340,711,711,711,162,162,162
"673",162,711,340,711,462,340,162,340,340,462
"674",729,729,729,729,729,729,729,729,729,729
"675",3143,893,3143,3143,3143,893,3143,3143,893,3143
"676",893,3143,893,893,893,3143,893,893,3143,893
"677",1474,1474,1474,1474,2056,1474,2056,2056,2056,2056
"678",2056,2056,2056,2056,1474,2056,1474,1474,1474,1474
"679",2938,1021,1021,1021,1021,2938,1021,1021,2938,1021
"680",1021,2938,2938,2938,2938,1021,2938,2938,1021,2938
"681",1024,1024,1024,1024,1024,1024,1024,1024,1024,1024
"682",252,252,252,252,252,252,252,252,252,252
"683",1539,1539,1539,1539,1539,1539,1539,1539,1539,1539
"684",1015,1015,1015,1015,1015,1015,1015,1015,1015,1015
"685",611,611,611,611,611,611,611,611,611,611
"686",1564,1564,1564,1564,1564,1564,1564,1564,1564,1564
"687",130,3158,130,130,130,130,130,3158,3158,130
"688",3158,130,3158,3158,3158,3158,3158,130,130,3158
"689",1312,1312,1312,1312,1312,1312,1312,1312,1312,1312
"690",801,801,801,801,801,801,801,801,801,801
"691",3029,3029,3029,3029,3029,3029,3029,3029,3029,3029
"692",2721,2721,2721,2721,3101,2721,2721,3101,2721,2721
"693",3101,3101,3101,3101,2721,3101,3101,2721,3101,3101
"694",243,243,243,243,243,243,243,243,243,243
"695",3167,3167,3167,3167,3167,3167,3167,3167,3167,3167
"696",1979,1979,1979,1979,1979,1979,1979,1979,1979,1979
"697",2165,2165,2165,2165,2165,2165,2165,2165,2165,2165
"698",3183,3183,2663,2663,3183,3183,2663,2663,3183,3183
"699",2663,2663,3183,3183,2663,2663,3183,3183,2663,2663
"700",1860,1860,1860,1860,1144,1860,1144,1860,1144,1860
"701",1144,1144,1144,1144,1860,1144,1860,1144,1860,1144
"702",914,914,914,914,914,914,914,914,914,914
"703",73,73,73,73,73,73,73,73,73,73
"704",1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
"705",2480,2480,267,2480,267,2480,2480,2480,2480,2480
"706",267,267,2480,267,2480,267,267,267,267,267
"707",976,976,976,976,976,976,976,976,976,976
"708",2493,2493,2493,2493,2493,2493,2493,2493,2493,2493
"709",2255,2255,2255,2255,2255,2255,2255,2255,2255,2255
"710",823,823,823,823,823,823,823,823,823,823
"711",188,1435,188,188,188,188,1435,188,188,188
"712",1435,188,1435,1435,1435,1435,188,1435,1435,1435
"713",687,687,687,687,687,687,687,687,687,687
"714",1580,1580,1580,1580,1580,1580,1580,1580,1580,1580
"715",2118,2118,2118,2118,2118,2118,2118,2118,2118,2118
"716",228,228,228,228,228,228,228,228,228,228
"717",399,399,2551,2551,399,399,2551,399,2551,2551
"718",2551,2551,399,399,2551,2551,399,2551,399,399
"719",1654,1654,1654,1654,1654,1654,1654,1654,1654,1654
"720",2701,2701,2701,2701,2701,2701,2701,2701,2701,2701
"721",2972,2972,2972,2972,2972,2972,2972,2972,2972,2972
"722",1165,1165,1165,1165,1165,1165,1165,1165,1165,1165
"723",1532,1532,1532,1532,1532,1532,1532,1532,1532,1532
"724",1368,1368,1368,1368,1368,1368,1368,1368,1368,1368
"725",2182,2182,2182,2182,2182,2182,2182,2182,2182,2182
"726",1720,1720,1720,1720,1720,1720,1720,1720,1720,1720
"727",757,757,757,757,757,757,757,757,757,757
"728",541,541,541,541,541,541,541,541,541,541
"729",1046,1046,2376,1046,2376,1046,1046,1046,1046,1046
"730",2376,2376,1046,2376,1046,2376,2376,2376,2376,2376
"731",2815,2815,2815,2815,2815,2815,2815,2815,2815,2815
"732",2764,765,2764,2764,2764,2764,2764,2764,765,765
"733",765,2764,765,765,765,765,765,765,2764,2764
"734",1945,2926,2926,2926,2926,2926,2926,2926,2926,2926
"735",2926,1945,1945,1945,1945,1945,1945,1945,1945,1945
"736",1091,2240,2240,2240,2240,2240,2240,1091,1091,2240
"737",2240,1091,1091,1091,1091,1091,1091,2240,2240,1091
"738",626,626,626,626,626,626,626,626,626,626
"739",1538,1538,1538,1538,1538,1538,1538,1538,1538,1538
"740",2879,2879,2879,2879,2879,2879,2879,2879,2879,2879
"741",1884,1884,1884,1884,1884,1884,1884,1884,1884,1884
"742",2947,194,2947,194,2947,2947,194,2947,194,2947
"743",2753,2753,194,2753,194,194,2947,2753,2947,194
"744",2101,2947,2753,2101,2753,2753,2753,194,2753,2101
"745",194,2101,2101,2947,2101,2101,2101,2101,2101,2753
"746",3086,3057,3057,3057,3057,3057,3057,3057,3057,3057
"747",3057,3086,3086,3086,3086,3086,3086,3086,3086,3086
"748",2406,2406,2406,2406,2406,2406,2406,2406,2406,2406
"749",225,1750,1750,1797,225,225,2354,2354,2354,1797
"750",1235,1235,483,483,1235,483,701,701,483,483
"751",2130,225,701,701,1797,1797,2130,1235,2130,225
"752",701,483,2130,2130,2130,1235,483,2130,225,2130
"753",1750,2354,1235,225,701,701,225,225,1235,1235
"754",2354,1797,1797,2354,2354,2354,1750,1750,1750,2354
"755",1797,2130,2354,1750,1750,1750,1797,483,701,1750
"756",483,701,225,1235,483,2130,1235,1797,1797,701
"757",660,660,621,621,2983,660,660,660,660,660
"758",1816,621,1816,1816,1816,621,621,621,1816,621
"759",2983,2983,2983,2983,621,1816,2983,1816,621,1816
"760",621,1816,660,660,660,2983,1816,2983,2983,2983
"761",2434,2434,2434,2434,2434,2434,2434,2434,2434,2434
"762",1992,1992,1992,187,1992,1992,1992,1992,1992,187
"763",187,187,187,1992,187,187,187,187,187,1992
"764",547,547,547,547,547,1418,547,547,547,547
"765",1684,1684,1684,1684,1684,1684,1684,1684,1684,1684
"766",1418,1418,1418,1418,1418,547,1418,1418,1418,1418
"767",1114,632,1114,1114,1114,1114,1114,632,632,1114
"768",2001,805,2001,805,805,805,805,2001,805,805
"769",805,2001,780,2001,780,600,600,805,2001,600
"770",632,1114,632,632,632,632,632,1114,1114,632
"771",780,600,805,780,600,2001,780,780,600,780
"772",600,780,600,600,2001,780,2001,600,780,2001
"773",2113,2113,2113,2113,2113,2113,2113,2113,2113,2113
"774",2203,1213,1213,2203,1213,1030,1213,2903,2903,1030
"775",2903,2203,2203,2903,1030,2203,2203,1213,1213,1213
"776",1030,2903,1030,1030,2203,2903,1030,2203,1030,2903
"777",1213,1030,2903,1213,2903,1213,2903,1030,2203,2203
"778",114,114,114,114,114,114,114,114,114,114
"779",2513,2513,2513,2513,2513,2513,2513,2513,2513,2513
"780",126,126,126,126,126,126,126,126,126,126
"781",1670,1670,1670,1670,1670,1670,1670,1670,1670,1670
"782",2375,2375,2375,2375,2375,2375,2375,2375,2375,2375
"783",1362,1362,1362,1362,1362,1362,1362,1362,1362,1362
"784",702,702,702,702,702,702,702,702,702,702
"785",2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"786",2393,2393,2393,2393,2393,2393,2393,2393,2393,2393
"787",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"788",3054,3054,3054,3054,3054,3054,3054,3054,3054,3054
"789",1457,1457,1457,1457,1457,1457,1457,1457,1457,1457
"790",1414,1414,1414,1414,1414,1414,1414,1414,1414,1414
"791",2110,2110,2110,2110,2110,2110,2110,2110,2110,2110
"792",1378,1378,1378,1378,1378,1378,1378,1378,1378,1378
"793",464,464,464,464,464,464,464,464,464,464
"794",771,771,771,771,771,771,771,771,771,771
"795",2563,2563,2563,2563,2563,2563,2563,2563,2563,2563
"796",2706,2706,2706,2706,2706,2706,2706,2706,2706,2706
"797",2443,2443,2443,2443,2443,2443,2443,2443,2443,2443
"798",1937,1937,1937,1937,1937,1937,1937,1937,1937,1937
"799",2827,2827,2827,2827,2827,2827,2827,2827,2827,2827
"800",391,391,391,391,391,391,391,391,391,391
"801",3187,3187,3187,3187,3187,3187,3187,3187,3187,3187
"802",921,921,921,921,921,921,921,921,921,921
"803",891,891,891,891,891,891,891,891,891,891
"804",246,293,293,246,293,246,293,293,246,2409
"805",293,2409,246,293,2409,2409,246,2409,2409,246
"806",2409,246,2409,2409,246,293,2409,246,293,293
"807",1095,1667,1095,1095,2695,1095,2695,2695,2780,1095
"808",1852,619,1852,576,2319,1852,576,2319,1852,619
"809",2319,2319,619,2319,619,1667,1852,1667,2319,2319
"810",576,2780,1667,619,2780,2780,619,576,2695,576
"811",619,1852,2319,1667,1852,619,2319,1852,1667,1852
"812",1667,576,576,2780,576,2319,1667,619,619,1667
"813",2695,1095,2780,2695,1667,576,1095,2780,1095,2780
"814",2780,2695,2695,1852,1095,2695,2780,1095,576,2695
"815",1128,1128,1128,1128,1128,1128,1128,1128,1128,1128
"816",651,651,651,651,651,651,651,651,651,651
"817",2716,2716,2716,2716,2716,2716,2716,2716,2716,2716
"818",466,466,466,466,466,466,466,466,466,466
"819",1345,2665,1345,1345,2665,1345,2665,1345,1345,1345
"820",2665,1345,2665,2665,1345,2665,1345,2665,2665,2665
"821",3040,3040,3040,3040,3040,3040,3040,3040,3040,3040
"822",3124,3124,3124,3124,3124,3124,3124,3124,3124,3124
"823",1812,1812,1812,1812,1812,1812,1812,1812,1812,1812
"824",147,147,147,147,147,147,147,147,147,147
"825",422,422,422,422,422,422,422,422,422,422
"826",2803,2803,2803,2803,2803,2803,2803,2803,2803,2803
"827",1723,1723,1723,1723,1723,1723,1723,1723,1723,1723
"828",1461,1461,1461,1461,1461,1461,1461,1461,1461,1461
"829",1113,1113,1113,1113,1113,1113,1113,1113,1113,1113
"830",1735,1735,1735,1735,1735,1735,1735,1735,1735,1735
"831",986,986,986,986,986,986,986,986,986,986
"832",2677,2677,2677,2677,2677,2677,2677,2677,2677,2677
"833",1909,1909,1909,1909,1909,1909,1909,1909,1909,1909
"834",2498,2498,2498,2498,2498,2498,2498,2498,2498,2498
"835",471,471,471,471,471,471,471,471,471,471
"836",622,622,622,622,622,622,622,622,622,622
"837",1586,2885,1586,1586,1586,2885,1586,2885,1586,1586
"838",2885,1586,2885,2885,2885,1586,2885,1586,2885,2885
"839",2999,2999,2999,2999,2999,2999,2999,2999,2999,2999
"840",2161,2161,2161,2161,2161,2161,2161,2161,2161,2161
"841",2708,2708,2708,2708,2708,2708,2708,2708,2708,2708
"842",1070,1070,1070,1070,1070,1121,1070,1070,1121,1070
"843",1485,1485,1121,1121,1121,1070,1121,1121,1070,1485
"844",1121,1121,1485,1485,1485,1485,1485,1485,1485,1121
"845",1567,2315,2431,2315,2431,2315,1567,1567,1567,2431
"846",2431,2431,1567,1567,2315,1567,2315,2431,2315,1567
"847",2315,1567,2315,2431,1567,2431,2431,2315,2431,2315
"848",1779,1779,1779,1779,1779,1779,1779,1779,1779,1779
"849",301,301,301,301,301,301,301,301,301,301
"850",1974,1974,1974,1974,1974,1974,1974,1974,1974,1974
"851",2128,1925,2128,1925,1925,1925,1925,1925,2128,1925
"852",1925,2128,1925,2128,2128,2128,2128,2128,1925,2128
"853",2740,2740,2740,2740,2740,2740,2740,2740,2740,2740
"854",1166,1166,852,1166,852,1166,1166,1166,1166,1166
"855",852,852,1166,852,1166,852,852,852,852,852
"856",1273,1273,1273,401,2554,401,1273,2554,1273,401
"857",2554,2554,401,2554,401,2554,2554,401,401,2554
"858",401,401,2554,1273,1273,1273,401,1273,2554,1273
"859",2235,837,2235,2235,1637,888,888,2235,2235,2235
"860",888,888,837,888,2235,837,837,1637,837,888
"861",837,1637,888,1637,888,2235,1637,837,888,837
"862",1637,2235,1637,837,837,1637,2235,888,1637,1637
"863",539,2,2,63,2,539,2,63,2,2
"864",2,63,63,539,63,2,539,539,539,539
"865",63,539,539,2,539,63,63,2,63,63
"866",1977,1977,1977,1977,1977,1977,1977,1977,1977,1977
"867",2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
"868",1224,1224,1224,1224,1224,1224,1224,1224,1224,1224
"869",3004,3004,3004,3004,3004,3004,3004,3004,3004,3004
"870",894,894,894,894,894,894,894,894,894,894
"871",960,960,960,960,960,960,960,960,960,960
"872",3180,2318,3180,2318,2318,2318,2318,3180,2318,3180
"873",2318,3180,2318,3180,3180,3180,3180,2318,3180,2318
"874",2652,2652,2652,2652,2652,2652,2652,2652,2652,2652
"875",1928,1928,1928,1928,1928,1928,1928,1928,1928,1928
"876",656,656,656,656,656,656,656,656,656,656
"877",2849,2669,2849,1964,2849,2849,2849,2669,2669,1964
"878",2669,1964,2669,2669,2669,2669,1964,1964,2849,2669
"879",1964,2849,1964,2849,1964,1964,2669,2849,1964,2849
"880",2307,2307,694,2307,2307,694,2307,2307,2307,694
"881",694,694,2307,694,694,2307,694,694,694,2307
"882",476,476,476,476,476,476,3140,3136,3136,3140
"883",3136,3140,3140,3140,3140,3136,3136,3140,3140,3136
"884",3140,3136,3136,3136,3136,3140,476,476,476,476
"885",2882,2882,2882,2882,2882,2882,2882,2882,2882,2882
"886",384,1085,384,384,384,2310,384,384,384,384
"887",2310,2310,1085,1085,1085,384,290,1085,1085,2310
"888",290,290,290,290,290,290,2310,290,290,290
"889",1085,384,2310,2310,2310,1085,1085,2310,2310,1085
"890",1257,1257,1257,1257,1257,1257,1257,1257,1257,1257
"891",563,563,563,563,563,563,563,563,563,563
"892",2770,2770,2770,2770,2770,2770,2770,2770,2770,2770
"893",2703,1700,2703,2703,2703,2703,2703,2703,2703,2703
"894",1700,2703,1700,1700,1700,1700,1700,1700,1700,1700
"895",1841,1841,1841,1841,1841,1841,1841,1841,1841,1841
"896",2489,2489,2489,2489,2489,2489,2489,2489,2489,2489
"897",586,586,586,586,586,586,586,586,586,586
"898",502,502,502,502,502,502,502,502,502,502
"899",1097,488,1097,488,1097,488,488,1097,1097,488
"900",488,1097,488,1097,488,1097,1097,488,488,1097
"901",2018,631,631,631,2018,2018,631,2018,1139,631
"902",631,2018,1139,1139,631,631,1139,631,631,1139
"903",1139,1139,2018,2018,1139,1139,2018,1139,2018,2018
"904",1272,2800,2800,1272,1272,1272,2800,2800,1272,2800
"905",2800,1272,1272,2800,2800,2800,1272,1272,2800,1272
"906",2479,2479,2479,2940,2479,2940,2479,2940,2479,2940
"907",2940,2940,2940,2479,2940,2479,2940,2479,2940,2479
"908",281,281,281,281,281,281,281,281,281,281
"909",1827,1827,1827,1827,1827,1827,1827,1827,1827,1827
"910",238,238,238,238,238,238,238,238,238,238
"911",240,240,240,240,240,240,240,240,240,240
"912",2193,2193,2193,2193,2193,2193,2193,2193,2193,2193
"913",577,577,577,577,577,577,577,577,577,577
"914",2048,2048,2048,2048,2048,2048,2048,2048,2048,2048
"915",504,504,504,504,504,504,504,504,504,504
"916",418,418,418,418,418,418,418,418,418,418
"917",424,424,424,424,424,424,424,424,424,424
"918",1861,1861,1861,1861,1861,1861,1861,1861,1861,1861
"919",449,449,449,449,449,449,449,449,449,449
"920",440,440,440,440,440,440,440,440,440,440
"921",3184,3184,3184,1448,3184,3184,3184,3184,3184,3184
"922",1448,1448,1448,3184,1448,1448,1448,1448,1448,1448
"923",1969,1969,1969,1969,1969,1969,1969,1969,1969,1969
"924",2010,2010,2010,2010,2010,2010,2010,2010,2010,2010
"925",2892,2892,2892,2892,2892,2892,2892,2892,2892,2892
"926",182,182,182,182,182,182,182,182,182,182
"927",624,624,624,624,624,624,624,624,624,624
"928",985,985,985,985,985,985,985,985,985,985
"929",724,724,724,724,724,724,724,724,724,724
"930",2591,2591,2591,2591,2591,2591,2591,2591,2591,2591
"931",1914,1914,1914,1914,1914,1914,1914,1914,1914,1914
"932",1103,1103,1103,1103,1103,1103,1103,1103,1103,1103
"933",171,171,171,171,171,171,171,171,171,171
"934",2330,2330,2330,2330,2330,2330,2330,2330,2330,2330
